PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,OpeningTags
2xsam,rn1qk2r/pp4pp/3bb3/1P1p1p2/P1pPP3/4n3/1BPNBRPP/RNQ3K1 b kq - 0 14,f5e4 d2e4 d5e4 c1e3,1768,74,92,2655,crushing discoveredAttack opening short,Polish Opening: Bugayev Advance Variation
2yAqH,r1qr2k1/pb3ppp/1p2p3/2b5/4PB2/P5P1/1P2QPBP/R2R2K1 b - - 0 18,b7a6 d1d8 c8d8 e2a6,1106,79,89,47,advantage middlegame short,Queens Indian Defense: Anti-Queens Indian System
2zEkH,3r2k1/pp1r1ppp/2p2b2/8/4R3/1N4B1/PnP2PPP/4R1K1 b - - 2 18,f6c3 e4e8 d8e8 e1e8,605,103,81,216,backRankMate mate mateIn2 middlegame short,Ruy Lopez: Open Berlin Defense
30A0Z,r1bqk1n1/ppp5/2np4/4p3/4P1Br/2NP4/PPP5/R1BQ1RK1 w q - 0 14,d1f3 h4g4 f3g4 c8g4,1596,84,85,46,crushing kingsideAttack opening short,Kings Pawn Game: Clam Variation
32CSV,r3kb2/pp3pp1/q3p1b1/2n3P1/2B5/8/PPPBQP2/K2R2N1 b q - 3 18,a6c6 c4b5 e8c8 b5c6,1020,77,95,2211,crushing middlegame pin short,Grob Opening: Spike Attack
32PFE,r3k2r/p1pp1ppp/b2b1q2/1p6/1P1nP3/P1N2N2/2PP1PPP/R2QKB1R w KQkq - 3 9,c3d5 d4c2 d1c2 f6a1,1824,97,78,36,advantage deflection discoveredAttack master middlegame short,Polish Opening: Symmetrical Variation
33W5D,1r1q1rk1/p3bp1p/1n1N2p1/2p1Q3/8/1P4P1/PB2PPBP/3K2NR b - - 0 17,e7d6 e5h8,518,88,100,405,mate mateIn1 middlegame oneMove,Benko Gambit Declined: Quiet Line
34ZzN,rn3rk1/p2b1pbp/1q1p1np1/2pP4/4P3/2NB1P2/PP4PP/RNBQ1RK1 w - - 6 12,a2a4 c5c4 g1h1 c4d3,996,85,91,467,advantage discoveredAttack master middlegame short,Benko Gambit Declined: Pseudo-Samisch
36IpB,r1b2rk1/ppp1ppbp/6p1/3nN3/8/Q5P1/PPq2PBP/R1B1R1K1 b - - 3 15,c8e6 g2e4 c2e4 e1e4,1800,75,92,2056,crushing master middlegame short trappedPiece,Neo-Grunfeld Defense: Exchange Variation
38c5u,rn1q1rk1/5pp1/3pP2p/p1p3bn/Pp1PQ3/1B3P2/NP3P2/R1B2RK1 b - - 0 18,g5c1 e6e7 d8e7 e4e7,2087,75,90,1371,advancedPawn crushing fork middlegame short,Rat Defense: Petruccioli Attack
38iuS,2rq1rk1/p4p1p/1p2pP2/2pb4/8/3PQB2/PP4PP/3R1RK1 b - - 0 19,d5f3 e3g5 g8h8 g5g7,1109,78,93,7019,kingsideAttack mate mateIn2 middlegame short,Bird Opening: Mujannah
3BSg2,1k1r3r/1pp3pp/pq1bpn2/8/8/2NPB2Q/PP4PP/2R2R1K b - - 10 19,d6c5 c3a4 c5e3 a4b6,1715,78,79,518,advantage middlegame short,Blackmar-Diemer Gambit: Pietrowsky Defense
3Blyx,rnb1r2k/4Ppbp/2qp2p1/1p1N2N1/1P6/P2QP3/2P2PPP/3R1RK1 b - - 1 18,c8f5 g5f7 h8g8 e3e4 g8f7 e4f5,2440,80,86,109,advantage kingsideAttack long middlegame,Benoni Defense: Hawk Variation
3DOZ9,r1b1k3/pppqnp2/3p1b2/3P2NQ/2B1Pp2/2P5/PP4P1/R1B1K3 b Qq - 0 15,f6g5 h5h8 e7g8 h8g8 e8e7 g8g5,886,89,94,287,crushing fork long middlegame,Kings Gambit Accepted: Philidor Gambit
3I3Rk,r2q1k1r/pp2pp1p/6pP/1BpPb3/6b1/5N2/PPP3P1/R2Q1RK1 b - - 3 15,e5d4 f3d4 g4d1 d4e6 f8g8 e6d8,1922,74,91,1444,crushing long master middlegame pin sacrifice,Van Geet Opening: Myers Attack
3Jom0,r1bq1rk1/ppp1nppp/1bnp4/3N4/2BPP3/5N2/PB3PPP/R2Q1RK1 b - - 1 11,c8e6 d5b6 a7b6 d4d5,1919,76,92,3014,advantage opening short,Bishops Opening: McDonnell Gambit
3MOcn,rn2r1k1/5p1p/2p1pqpP/pp1nQN2/3P4/8/PPPB2P1/2KR1B1R b - - 0 17,e6f5 e5e8,828,89,92,652,hangingPiece kingsideAttack mate mateIn1 middlegame oneMove,Blackmar-Diemer Gambit: Rasa-Studier Gambit
3NW6L,rn1q1r2/pbp1nNpk/1p1bp3/6B1/3P4/2N5/PPP3PP/R2Q1RK1 b - - 0 11,d8e8 d1h5 h7g8 h5h8,1235,75,95,1262,mate mateIn2 opening short,Van Geet Opening: Dougherty Gambit
3R2X6,qr4k1/3nppbp/3p2p1/r1pP4/P1n1P3/2N2NPP/1PQB1PK1/R3R3 w - - 7 18,c3b5 c4d2 f3d2 b8b5,2145,77,88,1989,advantage middlegame short,Benko Gambit Accepted: King Walk Variation
3RAC5,rnb2r2/pppp1kpQ/4p2P/6p1/1bPP4/2NB4/Pq5P/R2K2NR b - - 0 15,b2a1 c3b1 a1d4 g1f3 d4d3 h7d3,2542,98,84,228,advantage defensiveMove long middlegame,Dutch Defense: Bellon Gambit
3RqEe,rnb2rk1/pp3ppp/2p2n2/3p2q1/1P1Pp1P1/P1N1P2P/1B1P1PB1/R2Q1RK1 b - - 3 13,c8g4 h3g4 f6g4 f2f3,2235,77,90,1223,advantage opening short,Creepy Crawly Formation: Classical Defense
3ViRI,r1b1r1k1/p5pp/1qpb1p2/3pnB2/3B4/1P3N2/P1P2PPP/R2QR1K1 b - - 1 16,c6c5 d4e5 c8f5 d1d5 f5e6 d5d6,2005,75,94,5226,advantage discoveredAttack kingsideAttack long middlegame,Rubinstein Opening: Bogoljubov Defense
3YGRo,r3k2r/1bqp1p2/1pnn4/3QB3/2B5/2P3P1/P1P2P1P/R4RK1 b kq - 0 17,c6e5 d5e5 e8f8 e5h8,1230,75,95,6397,crushing fork middlegame short,Owen Defense: Hekili-Loa Gambit
3Yvfy,r1bqr2k/ppp3pp/4Bn2/2n3B1/3N4/2N5/PPP1Q1PK/R4R2 b - - 0 14,d8d4 a1d1 d4b4 g5f6 g7f6 e2f2,2770,95,76,196,crushing long middlegame,Van Geet Opening: Hector Gambit
3Z9EO,r2qk2r/1b2bppp/p2p4/1p1NP3/4Q3/1p6/PPP2PPP/R1B1R1K1 b kq - 0 15,b3c2 e5d6 b7d5 e4d5,1758,104,77,18,crushing middlegame pin short,Ruy Lopez: Noahs Ark Trap
3ZHqa,r1bq1k1r/pp1n1pp1/2pb1n1p/5P2/2BP2PB/2P5/PPN1Q2P/4RRK1 b - - 2 17,f8g8 c4f7 g8f7 e2e6 f7f8 e6d6,1924,74,91,633,advantage attraction fork long middlegame sacrifice,Kings Pawn Game: Schulze-Muller Gambit
3Zp2p,1rbqk3/p1pppp1p/3r3n/6p1/1n4P1/1PQPPP2/P3K1BP/2B3NR b - - 0 16,d6c6 c3h8 h6g8 h8g8,699,86,82,266,mate mateIn2 middlegame short,Nimzo-Larsen Attack: Polish Variation
3b730,rn2kb1r/p3pppp/3n4/2pP1b2/1qB5/1QN5/PP3PPP/R1B1K1NR w KQkq - 3 11,b3b4 c5b4 c3b5 d6c4,1542,77,82,198,advantage capturingDefender opening short,Queens Gambit Accepted: Linares Variation
3csth,rn2k2r/pp2p2p/6pB/3n1p2/Q7/3B4/P1PNKPPP/q6R b kq - 1 14,b8c6 a4c6 b7c6 h1a1,2023,76,76,403,advantage middlegame short,Pterodactyl Defense: Sicilian
3eqTE,r2qkb1r/ppp2ppp/3p4/3Pp3/3n4/3PKP1P/PPP2P2/R1BQ1B1R w kq - 1 11,c2c3 d8g5 f3f4 g5f4,1550,124,88,29,mate mateIn2 middlegame short,Bongcloud Attack: Other variations
3gJVO,2b4r/1p1qbkpp/2pp1p2/1p4B1/rP3Q2/5N2/P1P2PPP/3RR1K1 b - - 0 18,d7f5 e1e7 f7e7 f4d6,1664,74,93,4998,attraction crushing master middlegame short,Four Knights Game: Rubinstein Countergambit
3hSTW,rn1qk2r/p3b1pp/3p1nb1/1PpPp1B1/8/2N2Q2/PP3PPP/R3KBNR w KQkq - 6 10,f1d3 e5e4 c3e4 f6e4 d3e4 e7g5 e4g6 h7g6,2048,76,88,291,advantage capturingDefender fork middlegame veryLong,Benoni Defense: Semi-Benoni
3hjyV,r1b1r1k1/1p2bppp/1Qp2n2/8/P2P4/2N2B2/1PqB1PPP/R4RK1 w - - 1 17,d2g5 f6d7 b6c7 e7g5,2248,76,92,2901,advantage discoveredAttack middlegame short,Slav Defense: Alapin Variation
3i3X0,r2q1rk1/5pbp/2p1p1pB/1p1bP3/p2P4/P4P2/1P1QN1PP/2R2RK1 b - - 1 19,d8h4 h6g5 g7h6 g5h6,1804,74,87,166,crushing middlegame short,English Defense: Perrin Variation
3jheB,r1bq1r2/pp2npbk/2n3pp/2Bpp3/4P1PP/2NP4/PP1QBP2/R3K1NR w KQ - 2 12,c3d5 e7d5 e4d5 d8d5 c5f8 d5h1,1733,76,95,5852,crushing fork long opening pin,English Opening: Adorjan Defense
3kNdd,rnb1k1nr/pp1pppbp/1q4p1/2p5/2PPP3/5N2/PP1B1PPP/RN1QKB1R w KQkq - 4 6,d4c5 b6b2 b1c3 g7c3,1215,75,95,18399,advantage opening short,Modern Defense: Semi-Averbakh Variation
3mvRt,r4rk1/pb2qpp1/1p3n1p/8/2BN4/1Q2P3/P4PPP/2RR2K1 w - - 2 19,d4f5 e7e4 f5h6 g7h6,1334,77,87,2913,advantage middlegame short,Queens Gambit Declined: Anti-Tartakower Variation
3os5J,3rk2r/1p3ppp/p1n5/2b5/4b3/4PN2/PP1BBPPP/R4RK1 w k - 0 15,a2a3 e4f3 e2f3 d8d2,1333,84,83,75,advantage capturingDefender middlegame short,Tarrasch Defense: von Hennig Gambit
3pkAD,r1b1k1nr/ppp2ppp/3p4/3Pp3/2Pb2Pq/5P2/PP2K2P/RNBQ1BNR w kq - 0 9,d1a4 b7b5 a4b5 c8d7 b5b4 h4f2,2735,119,90,689,crushing defensiveMove long middlegame,Mikenas Defense: Cannstatter Variation
3q13O,r3kb1r/pppbqpp1/2n2n1p/4p1N1/2Q5/BP2P3/P2P1PPP/RN2KB1R b KQkq - 1 10,e7d8 c4f7,427,89,100,332,attackingF2F7 mate mateIn1 oneMove opening,Reti Opening: Reti Gambit
3tZbv,r3k2r/3n1ppp/2p1pn2/qp1pb3/8/P2PPB1P/1BPN1PP1/R2Q1RK1 w kq - 3 13,d1c1 e5b2 c1b2 a5d2,1143,77,91,675,crushing middlegame short,Zukertort Opening: Santasieres Folly
3urLQ,r2qkb1r/ppp3pp/2n1b3/3NPp2/3Pn3/5Q2/PPP1N1PP/R1B1KB1R w KQkq - 1 9,d5e3 c6d4 e2d4 d8d4,1748,75,92,1977,advantage opening short,Vienna Game: Heyde Variation
3vWt5,r3k2r/pp1q1ppp/3bpn2/3pN3/3PbQP1/5P2/PPP4P/RNB1K2R b KQkq - 0 11,e4c2 e5d7 d6f4 d7f6 g7f6 c1f4,1435,77,93,3520,crushing long middlegame,Caro-Kann Defense: Apocalypse Attack
3wea5,r2qr1k1/2p2ppp/p2b1n2/2p4b/7R/1P3N1P/PBPP1PP1/RN1Q2K1 w - - 2 16,b2f6 h5f3 f6d8 f3d1,2336,79,87,703,crushing opening short,Ruy Lopez: Central Countergambit
41h9V,rn1q1rk1/p2b1ppp/5n2/1B1p4/3Np3/2N5/PPPPQPPb/R1B2RK1 w - - 0 12,g1h2 f6g4 h2g3 d8c7 f2f4 e4f3,1962,76,88,607,advantage discoveredAttack enPassant long middlegame,Bishops Opening: Anderssen Gambit
457Ov,r3k2r/ppp1b2p/2npQnp1/3N4/2Nqp3/8/PPP2P1P/R1B1KB1R w KQkq - 6 13,c1g5 d4d5 e6d5 f6d5,2018,76,90,1064,advantage middlegame short,Latvian Gambit Accepted: Bronstein Gambit
4670i,r1b2rk1/pp4pp/3b1n2/3p3q/3Pp3/1Q3N1P/PP1N1PP1/R1B1R1K1 w - - 0 16,d2e4 f6e4 e1e4 f8f3,1852,200,83,31,advantage discoveredAttack middlegame short,French Defense: Franco-Hiva Gambit Accepted
489zP,rn2kb1r/p3qpp1/2p2n2/1p2p2p/2BpP1b1/P2P2Q1/1PP1NPPP/R1B1K1NR w KQkq - 0 10,c4a2 h5h4 g3g4 f6g4,1588,87,82,27,crushing middlegame short trappedPiece,Van Geet Opening: Battambang Variation
4AEpu,r1b1kbnr/pp1npppp/2p5/4P3/2B3q1/5N2/PP1PQPPP/RNB2RK1 b kq - 6 7,d7e5 f3e5 g4e2 c4e2,1566,76,91,179,crushing hangingPiece opening short,Caro-Kann Defense: Toikkanen Gambit
4CtOE,r1b2rk1/p1qn1ppp/1p1bp3/2Pp4/5P2/1P1BP3/PBP3PP/RN1Q1RK1 b - - 0 11,b6c5 d3h7 g8h7 d1h5 h7g8 b2g7,2492,78,92,2452,attraction crushing kingsideAttack long opening sacrifice,Rubinstein Opening: Semi-Slav Defense
4D8Tm,r2q1rk1/p5pp/2p2n2/3ppbB1/1b6/PBN5/1PP2PPP/R2Q1RK1 b - - 0 12,b4d6 c3d5 c6d5 b3d5 g8h8 d5a8,1985,80,85,86,advantage fork long opening,Van Geet Opening: Sicilian Two Knights
4Gpfu,r1b2rk1/pp2q2N/6pQ/4pp2/2np4/4P3/PPP2PPP/2KR3R w - - 1 18,h7f8 e7b4 h6g6 g8f8,2282,76,90,211,advantage middlegame short,Van Geet Opening: Novosibirsk Variation
4Ichy,r1bq1rk1/pp3p1p/2p1pbpQ/4n3/2P5/2N1B3/PP2B1PP/3R1RK1 b - - 3 15,f6g7 h6g7 g8g7 d1d8 f8d8 e3g5 c8d7 g5f6,2515,84,82,308,advantage kingsideAttack middlegame sacrifice veryLong,Semi-Slav Defense: Gunderam Gambit
4P5ky,rn2k2r/pbppq1pp/1p6/5p2/2PPn3/2NB1N2/PP3PPP/R2QK2R w KQkq - 0 10,f3e5 e4c3 b2c3 d7d6 e1g1 d6e5,1907,74,80,394,crushing long opening,English Defense: Hartlaub Gambit Accepted
4PfzG,r1r3k1/5p1p/p1q1pp2/3p4/1bP5/6P1/P2NPP1P/2RQ1RK1 w - - 0 19,c4d5 c6c1 d1c1 c8c1 f1c1 b4d2,1371,78,93,10880,advantage capturingDefender long middlegame,Indian Defense: Dzindzi-Indian Defense
4Q96G,r1b2rk1/pp3p1p/6p1/2pN4/2P1p3/4P3/PPK1BnPP/R4R2 b - - 1 18,f2g4 e2g4 c8g4 d5f6 g8g7 f6g4,1555,75,96,4538,advantage fork long middlegame,Grunfeld Defense: Lundin Variation
4R6rw,1k3r1r/ppp1nRN1/2n5/4p1N1/3pP1Q1/P2P4/1P1P1KPq/R1B5 w - - 2 19,b2b4 f8f7 g5f7 h8h4 g4f3 h4f4,2129,96,82,30,crushing long middlegame pin,Bird Opening: Hobbs Gambit
4XvKp,r3r3/p1p3kp/bp1P2p1/8/1QPq4/8/PP3PPP/RNB2K1R w - - 1 17,c1e3 d4d1 b4e1 a6c4 f1g1 d1e1,1466,77,80,124,deflection long mate mateIn3 middlegame,Scotch Game: Cochrane-Shumov Defense
4gYUL,r3kbnr/pppbqppp/8/3nN3/8/2P1Q3/PP1P1PPP/RNB1KB1R w KQkq - 5 10,e3e4 g8f6 e4e2 d5f4 e5d7 f4e2,2346,87,78,75,crushing long opening,Ponziani Opening: Caro Gambit
4iIlW,rn2kb1r/pp2pppp/2p5/2qp1Q2/2P3n1/2N1P3/PP3PPP/R1B1KB1R b KQkq - 2 9,g4f6 f5c8,1061,109,85,35,mate mateIn1 oneMove opening,Slav Defense: Suchting Variation
4n9vV,rnb2r1k/ppp1q2p/6pQ/2b5/4B3/1PP1B1P1/P1P2P1P/R3R1K1 b - - 2 17,b8c6 e4c6 c5e3 e1e3 e7g7 h6g7,1985,77,79,70,crushing long middlegame,Latvian Gambit Accepted: Foltys-Leonhardt Variation
4o0Hw,2kr4/pppbb2r/3q2p1/3P1p2/8/3B1N2/PP2QPP1/RN2RK2 w - - 1 17,b1c3 h7h1 f3g1 d6h2,1152,78,93,11729,advantage middlegame short,Modern Defense: Fianchetto Gambit
4qB6M,rnbq1rk1/ppp1b1pp/4p3/3p1p2/2PPn3/2N2NP1/PP2PPBP/R1BQ1RK1 w - - 5 8,b2b3 e4c3 d1c2 c3e4,1423,75,91,1124,crushing hangingPiece master opening short,Dutch Defense: Stonewall
4tI4d,r2r2k1/ppp3pp/2n2p2/3q4/8/2Q2P2/PB3P1P/R3R1K1 b - - 0 18,d5d3 e1e8 d8e8 c3d3,1251,78,93,4287,crushing deflection master middlegame short,Ruy Lopez: Alapin Defense
4tvDN,2kr3r/ppp2ppp/3p1q1n/2b1n1N1/3pPPbQ/1B6/PPPN2PP/R1B2RK1 b - - 4 11,g4e2 f4e5 d4d3 g1h1,1770,82,88,1450,advantage defensiveMove middlegame short,Scotch Game: Vitzthum Attack
4we2P,r1bq1rk1/1p1p1ppp/2p2n2/p3p3/2B1P3/P1NPQ3/1PP2PPP/R3K2R w KQ - 0 11,e1g1 d7d5 e4d5 c6d5 c4b5 d5d4,1908,77,85,62,advantage long middlegame,Van Geet Opening: Billockus-Johansen Gambit
4ybF7,r1bq1rk1/pppn2bp/2np2p1/5p2/2P1p3/1P1PPNP1/PB1N1PBP/R2Q1RK1 w - - 0 11,b2g7 e4f3 g7f8 f3g2,1659,75,89,1367,advancedPawn advantage master opening short,Zukertort Opening: Double Fianchetto Attack
50256,r4bkr/pp2p1pp/5n2/8/1P1n2N1/8/P1qB2PP/R3QR1K b - - 1 17,c2e4 g4f6 g7f6 e1e4,1135,79,91,1218,crushing kingsideAttack opening short,Blackmar-Diemer Gambit: Kaulich Defense
521Tq,rn2k3/ppp3p1/3b4/3B2Bq/2PP4/6p1/PP2PP2/RN1Q1bK1 w q - 0 17,d1f1 h5h2,1041,89,100,31,mate mateIn1 middlegame oneMove,Kings Indian Attack: Omega-Delta Gambit
52M60,rn3rk1/2qbpp1p/3p2p1/Pp1P4/1Pp1Pn2/2B2N1P/2B2PP1/R2Q1RK1 w - - 2 17,d1d4 f4e2 g1h2 e2d4,872,85,95,1285,crushing fork middlegame short,Pterodactyl Defense: Central
54HpF,rnb1k1nr/pppp1ppp/8/2bPp3/4P2q/5Q2/PPP2PPP/RNB1KBNR b KQkq - 2 4,c5f2 f3f2 h4f2 e1f2,601,90,95,1320,advantage opening short,Englund Gambit Complex Declined: Diemer Counterattack
5AVrz,4rr1k/pp4pp/n2b1q2/8/3PQ1B1/8/PP3PPP/R1B2RK1 w - - 1 18,e4b7 f6f2 f1f2 e8e1 f2f1 e1f1,2127,75,93,4567,kingsideAttack long mate mateIn3 middlegame sacrifice,Latvian Gambit Accepted: Bronstein Attack
5CY7C,r2q1rk1/1p3p1p/p2N2p1/2pPb3/8/5B2/PP4PP/R2QK2R w KQ - 0 17,d6c4 d8h4 e1f1 h4c4,1674,75,93,1953,advantage fork middlegame short,Benoni Defense: Pawn Storm Variation
5DLB1,r4r2/1bp3kp/pp1ppqp1/4n1P1/4P2P/3Q1N2/PPPN1P2/R4RK1 b - - 0 18,e5d3 g5f6 f8f6 c2d3,1528,74,95,406,advantage intermezzo middlegame short,Modern Defense: Westermann Gambit
5FCeB,r4rk1/1p3ppp/p1n2B2/1q6/3b2b1/6P1/PP2PPBP/2RQ1RK1 w - - 0 15,f6d4 g4e2 g2c6 b7c6,1942,75,90,923,advantage fork middlegame short,Tarrasch Defense: Wagner Variation
5NCWd,rn1q1r1k/ppp3bp/3pQnp1/6N1/2Pp4/6P1/PP3PBP/R1B1K2R b KQ - 2 13,f8e8 g5f7 h8g8 f7d8,928,80,90,850,crushing discoveredAttack fork middlegame short,Modern Defense: Randspringer Variation
5Ykw0,r4rk1/1q2bppp/pp1pp3/8/2PQn3/BP3PP1/P3P1KP/2RR4 w - - 0 18,d4e4 d6d5 a3e7 d5e4,1423,75,93,6180,crushing master middlegame short,English Opening: Symmetrical
5jH3U,r2q3r/ppp3kp/2np1n2/6N1/3PP1b1/1QP4p/PP4P1/RN3RK1 b - - 1 14,h3g2 b3f7 g7h6 f1f6 d8f6 f7f6,1781,160,83,11,crushing deflection long middlegame,Kings Gambit Accepted: Mayet Gambit
5sTd2,2krr3/pp4bp/2p2np1/2N1pbq1/8/2N1PP2/PPP1Q1B1/2KR3R b - - 5 18,g7h6 f3f4 d8d1 h1d1 e5f4 g2c6,2486,93,79,64,advantage long middlegame,Dutch Defense: Manhattan Gambit
5si5b,r2q1rk1/2p2ppp/bp2p3/p7/P2P1n2/2P3P1/2Q1PPBP/R4RK1 w - - 0 16,g2a8 f4e2 c2e2 a6e2,1675,76,80,74,crushing kingsideAttack middlegame short,Queens Indian Defense: Yates Variation
5x7kC,rnb1kbnr/pp3ppp/4p3/2pp4/3qP3/4K3/PPPP1PPP/RNBQ1BNR w kq - 4 6,e3e2 d4e4,1040,121,100,42,mate mateIn1 oneMove opening,Sicilian Defense: King Davids Opening
5ydZk,2r1r1k1/Nb2qpbp/1p2pnp1/2p5/1PQP4/P3PN2/1B3PPP/2RR2K1 b - - 0 17,b7f3 a7c8 e8c8 g2f3,1578,75,97,4589,advantage intermezzo middlegame short,Queens Gambit Accepted: Smyslov Variation
60Gu1,r5k1/ppp3pp/2nb4/3p3P/8/2N1Pr1b/PPP5/R1B1QBRK w - - 0 16,f1h3 f3h3 h1g2 h3h2 g2f1 a8f8,1296,74,89,1196,crushing exposedKing kingsideAttack long middlegame,Englund Gambit Complex: Mosquito Gambit
620DZ,r2q1rk1/p1p1p1bp/2p3p1/5bB1/3PQ1n1/8/PP2NPPP/RN3RK1 w - - 1 13,e4e7 d8e7 g5e7 f8e8,1474,74,94,5564,advantage opening short,Queens Gambit Accepted: Schwartz Defense
62zoc,2r2rk1/pbqn2pp/1p2p3/1PpPPp2/2P1p3/PQ2P1P1/1B4BP/R4RK1 b - - 0 18,d7e5 d5d6 c7d6 b3c3,2334,80,90,2370,advantage middlegame short,Semi-Slav Defense: Rubinstein System
68ih1,rn2kb1r/p1p1p1pp/2q4n/1b1pNp2/3P1P1P/2PQP2R/PP4P1/R1B1KB2 w Qkq - 0 12,e5c6 b5d3 f1d3 b8c6 d3b5 e8d7,1442,74,96,227,advantage defensiveMove intermezzo long middlegame,System: Double Duck Formation
69bND,3r2k1/pp2pp1p/6p1/n2q1b2/3bpN2/1P4P1/PB2PPBP/3QR1K1 b - - 1 18,d5e5 e2e3 d4b2 d1d8,1733,75,95,1317,advantage middlegame short,Neo-Grunfeld Defense: Ultra-Delayed Exchange Variation
6BU8Z,rnb1k2r/pp3p2/2pB3p/8/q2bP2P/8/P1P1B3/R3QKNR b kq - 0 16,d4a1 e1a1 h8g8 a1e5 c8e6 e5f6,2454,78,93,666,crushing long middlegame,Kings Gambit Accepted: Stamma Gambit
6JIqI,rn2k1r1/p2pppbp/b2P4/2p2p2/2N1q3/2P3Q1/P1P1BPPP/R1B1K2R w KQq - 4 15,c4d2 e4e2,966,80,92,130,mate mateIn1 oneMove opening,Benoni Defense: Woozle
6LcRm,r3k2r/ppp1bppp/2n5/3Qp2q/1P2N3/2P1B2P/P4P1P/R3K2R b KQkq - 0 15,h5f3 e4d6 e7d6 d5f3,1739,74,95,14258,crushing discoveredAttack middlegame short,French Defense: Morphy Gambit
6TA0n,r3kb1r/1pqb1ppp/p2p1P2/4p1P1/2nNN2P/6B1/PPP1Q3/2KR3R b kq - 1 18,e8c8 f6g7 f8g7 e2c4,2028,96,80,21,advancedPawn advantage master middlegame short,Sicilian Defense: Velimirovic Attack
6TYwl,rnbq1Rk1/ppp3pp/3b4/3p4/3Pn3/1B2P3/PPP3PP/RNBQ2K1 b - - 0 11,d8f8 b3d5 g8h8 d5e4,935,98,76,99,advantage fork opening short,Englund Gambit Declined: Reversed Mokele Mbembe
6V94l,r1bqr1k1/pp3nbp/2p1p1p1/2Nn1p2/3P4/2P2N1P/PPQ2PP1/R1B1RBK1 w - - 0 17,f3g5 f7g5 c1g5 d8g5,1019,77,88,55,advantage opening short,Zukertort Defense: Kingside Variation
6app0,r2qkb1r/1ppbpppp/pnn5/1B2P3/P7/1PN2N2/3P1PPP/R1BQK2R w KQkq - 0 10,a4a5 a6b5,1517,75,93,979,crushing oneMove opening,Alekhine Defense: Steiner Variation
6cJJE,2kr1br1/ppp2p2/4pn1p/3P1b1q/1nPN3P/2N5/PP1KQPP1/R1B2B1R b - - 1 15,e6d5 e2h5 f6h5 d4f5,1639,77,94,2539,advantage capturingDefender opening short,Borg Defense: Troon Gambit
6iEgp,r1bqkb1r/ppp2ppp/2n5/1B1np3/Q7/2P2N2/PP1P1PPP/RNB1K2R b KQkq - 1 6,f8d6 b5c6 b7c6 a4c6 c8d7 c6d5,1073,77,94,3076,advantage fork long opening,Ponziani Opening: Leonhardt Variation
6pRI5,r3kb1r/3p2pp/p2Np3/4n3/2p5/2P1B3/PP3PPP/2KR3R b kq - 1 17,e8e7 e3g5,1019,78,94,793,mate mateIn1 middlegame oneMove,French Defense: Baeuerle Gambit
6q50x,r1b2rk1/pppp1ppp/2n2n2/8/3Nq3/2QBB3/PPP2PPP/2KR3R b - - 4 10,e4e5 d4c6 e5c3 c6e7 g8h8 b2c3,1578,74,94,6093,crushing intermezzo long middlegame sacrifice,Scotch Game: Braune Variation
73t5U,r2qkbnr/1pp3pp/p1n1bp2/4p3/Q3P3/2P1BN2/PP3PPP/RN2KB1R w KQkq - 0 8,f1c4 b7b5 c4b5 a6b5,1562,74,84,1426,advantage fork opening short,Ponziani Opening: Steinitz Variation
79pQQ,r3k2r/ppp1qpp1/1n2p1p1/4P3/3PNnP1/2P2N1P/P1Q2PK1/R1R5 w kq - 1 18,g2g3 h8h3 g3f4 b6d5,1819,75,96,814,mate mateIn2 middlegame sacrifice short,Queens Gambit Accepted: Godes Variation
7CpCM,r3kb1r/p4p2/2p1p1p1/qp1pPn2/2nP1P1p/2PBNQ1P/PP3BP1/1KR4R w kq - 3 18,e3f5 c4d2 b1c2 d2f3,963,75,100,966,crushing fork master middlegame short,Modern Defense: Gurgenidze Defense
7Emcs,r1b4r/pp1p1kpp/1q4n1/b1p1P3/2P2P2/1QP1B3/P5PP/R3KBNR w KQ - 3 13,f1e2 b6b3 a2b3 a5c3 e1f2 c3a1,1173,75,89,613,advantage capturingDefender exposedKing fork long middlegame,Mexican Defense: Horsefly Gambit
7KHEd,r1bq1rk1/1p1n1p1p/1Pp3p1/p1P1p3/P7/B3p3/5PPP/NN1QKB1R w K - 0 15,f2e3 d8h4 g2g3 h4e4,1444,75,90,510,advantage middlegame short,Neo-Grunfeld Defense: with Nf3
7UgkW,r1b2k1r/ppq3p1/1Bnp1b1p/3B3Q/2P2P2/8/PP4PP/4RRK1 b - - 8 17,a7b6 e1e8,1127,78,100,60,mate mateIn1 middlegame oneMove,Queens Pawn Game: Liedmann Gambit
7n7c4,r1b2rk1/pp3pb1/4p2p/2pp4/3q4/2NB1Q2/PPP2PPP/2KR3R b - - 1 14,b7b5 d3h7 g8h7 d1d4,1042,87,89,531,advantage discoveredAttack middlegame short,Torre Attack: Wagner Gambit
7oRi8,rn2k2r/pbqp1pp1/1p2p3/7p/1bP3n1/4PN1P/PP1NBPP1/R1BQ1RK1 w kq - 1 11,a2a3 b4d2 c1d2 b7f3,2112,77,83,87,advantage master opening short,Zukertort Opening: Speelsmet Gambit
